iter	RMSE
780	308.4743211
781	308.3851907
782	308.3181676
783	308.2562293
784	308.1026773
785	307.9355658
786	307.8363444
787	307.744263
788	307.6594282
789	307.5029472
790	307.4375915
791	307.1895455
792	307.1249738
793	306.9423818
794	306.6189105
795	306.5540981
796	306.4890867
797	306.3917523
798	306.3227591
799	306.2377861
800	306.1792055
801	305.8682607
802	305.8047074
803	305.7422609
804	305.5601468
805	305.4431639
806	305.3811849
807	305.3191833
808	305.2538768
809	305.0423826
810	304.9222288
811	304.8643303
812	304.6527495
813	304.3014085
814	304.2457665
815	304.1432139
816	304.0600074
817	303.8634174
818	303.7388234
819	303.6752685
820	303.5535679
821	303.490297
822	303.3962958
823	303.008188
824	302.823503
825	302.7106284
826	302.618111
827	302.3007565
828	302.2385648
829	302.1835225
830	302.1214214
831	301.8708831
832	301.7137646
833	301.5287791
834	301.4453568
835	301.369704
836	301.309279
837	301.2485044
838	301.1954396
839	301.1075287
840	300.7969742
841	300.7288719
842	300.6703487
843	300.6124621
844	300.5555928
845	300.3882933
846	300.2303043
847	300.1738837
848	299.8296748
849	299.7199358
850	299.5899247
851	299.3568089
852	299.1302523
853	298.9699107
854	298.7299862
855	298.5358741
856	298.3332326
857	298.2142573
858	298.1580564
859	298.0646142
860	297.8039768
861	297.6249365
862	297.5359039
863	297.452388
864	297.3969318
865	297.2408292
866	297.0116489
867	296.9092807
868	296.8539236
869	296.7995639
870	296.6605714
871	296.3786489
872	296.2023833
873	296.077082
874	295.9798025
875	295.9060028
876	295.6266427
877	295.3789863
878	295.2188655
879	295.1644916
880	295.0462277
881	294.7965037
882	294.7305165
883	294.6077425
884	294.5208532
885	294.3452918
886	294.2918532
887	294.2371501
888	294.1732896
889	293.8431935
890	293.6670382
891	293.3755089
892	293.1734031
893	292.8609529
894	292.8068377
895	292.5890785
896	292.4477737
897	292.3470874
898	292.2776633
899	292.1233892
900	291.8511016
901	291.7218328
902	291.5062476
903	291.454094
904	291.2543166
905	291.2021477
906	291.0489167
907	290.9958834
908	290.9427628
909	290.7568989
910	290.5004302
911	290.4337813
912	290.3513291
913	290.1575835
914	290.0236482
915	289.9509999
916	289.7711693
917	289.6804336
918	289.6292358
919	289.5048921
920	289.4415032
921	289.1991098
922	289.1478835
923	289.0397285
924	288.9301311
925	288.747467
926	288.6967205
927	288.537207
928	288.2938002
929	288.2362827
930	288.0976907
931	288.0475989
932	287.9959796
933	287.6858169
934	287.4560098
935	287.222922
936	287.0340636
937	286.9849378
938	286.7928657
939	286.684571
940	286.5690153
941	286.4936644
942	286.4068768
943	286.3115982
944	286.1727124
945	286.0785529
946	286.0055181
947	285.9089887
948	285.6940792
949	285.6449492
950	285.5940811
951	285.5297319
952	285.3725299
953	285.2556997
954	285.1409062
955	285.0534917
956	284.7382934
957	284.6867908
958	284.5340959
959	284.3853515
960	284.3366518
961	284.1953778
962	284.145734
963	284.0986914
964	284.0170683
965	283.9503721
966	283.9047008
967	283.7021516
968	283.2778894
969	283.1227857
970	282.9974048
971	282.8611998
972	282.8149247
973	282.5795388
974	282.3743283
975	282.3150236
976	282.2001243
977	282.1358873
978	281.9399261
979	281.8941527
980	281.8489711
981	281.8013994
982	281.6492702
983	281.5732664
984	281.3995303
985	281.2810873
986	281.2202614
987	281.1723557
988	281.1251242
989	281.063847
990	280.9169687
991	280.8730269
992	280.6639833
993	280.4087839
994	280.2197868
995	280.1370238
996	279.8541058
997	279.6853461
998	279.6382592
999	279.5761694
